employee_id,skill_id,proficiency
262f33875cd997935a55cd3bcb781411,S044,3
262f33875cd997935a55cd3bcb781411,S008,2
262f33875cd997935a55cd3bcb781411,S021,5
262f33875cd997935a55cd3bcb781411,S012,3
056470a2d6db000f56b97e1c8ce3f53e,S038,2
056470a2d6db000f56b97e1c8ce3f53e,S016,2
056470a2d6db000f56b97e1c8ce3f53e,S039,4
056470a2d6db000f56b97e1c8ce3f53e,S042,4
056470a2d6db000f56b97e1c8ce3f53e,S031,3
056470a2d6db000f56b97e1c8ce3f53e,S004,4
056470a2d6db000f56b97e1c8ce3f53e,S005,3
056470a2d6db000f56b97e1c8ce3f53e,S037,2
edbe111b2f6b45b81aa017790e6abfcd,S014,3
edbe111b2f6b45b81aa017790e6abfcd,S035,4
edbe111b2f6b45b81aa017790e6abfcd,S007,3
edbe111b2f6b45b81aa017790e6abfcd,S029,4
edbe111b2f6b45b81aa017790e6abfcd,S038,3
edbe111b2f6b45b81aa017790e6abfcd,S044,3
edbe111b2f6b45b81aa017790e6abfcd,S020,3
edbe111b2f6b45b81aa017790e6abfcd,S010,4
edbe111b2f6b45b81aa017790e6abfcd,S001,4
edbe111b2f6b45b81aa017790e6abfcd,S013,3
edbe111b2f6b45b81aa017790e6abfcd,S017,5
725eca3dc41544617ebaf1ddc948dbe1,S019,3
725eca3dc41544617ebaf1ddc948dbe1,S034,5
725eca3dc41544617ebaf1ddc948dbe1,S045,5
725eca3dc41544617ebaf1ddc948dbe1,S007,4
725eca3dc41544617ebaf1ddc948dbe1,S016,4
725eca3dc41544617ebaf1ddc948dbe1,S004,5
725eca3dc41544617ebaf1ddc948dbe1,S037,3
725eca3dc41544617ebaf1ddc948dbe1,S025,4
725eca3dc41544617ebaf1ddc948dbe1,S031,4
725eca3dc41544617ebaf1ddc948dbe1,S021,5
725eca3dc41544617ebaf1ddc948dbe1,S022,5
725eca3dc41544617ebaf1ddc948dbe1,S041,5
e53709e4103fce4c062858eb070a5274,S026,3
e53709e4103fce4c062858eb070a5274,S012,2
e53709e4103fce4c062858eb070a5274,S045,5
e53709e4103fce4c062858eb070a5274,S030,4
e53709e4103fce4c062858eb070a5274,S043,3
e53709e4103fce4c062858eb070a5274,S039,3
e53709e4103fce4c062858eb070a5274,S013,3
e53709e4103fce4c062858eb070a5274,S009,4
e53709e4103fce4c062858eb070a5274,S016,3
e53709e4103fce4c062858eb070a5274,S018,4
e53709e4103fce4c062858eb070a5274,S036,3
c342db96f729ddb1213417a986dbf898,S027,5
c342db96f729ddb1213417a986dbf898,S034,3
c342db96f729ddb1213417a986dbf898,S003,3
c342db96f729ddb1213417a986dbf898,S032,3
c342db96f729ddb1213417a986dbf898,S036,4
c342db96f729ddb1213417a986dbf898,S024,3
c342db96f729ddb1213417a986dbf898,S019,4
c342db96f729ddb1213417a986dbf898,S002,1
c342db96f729ddb1213417a986dbf898,S020,3
2edf627057fa9eae0d046f9f33c83168,S038,2
2edf627057fa9eae0d046f9f33c83168,S004,1
2edf627057fa9eae0d046f9f33c83168,S015,4
2edf627057fa9eae0d046f9f33c83168,S005,3
2edf627057fa9eae0d046f9f33c83168,S040,2
2edf627057fa9eae0d046f9f33c83168,S010,2
2edf627057fa9eae0d046f9f33c83168,S002,1
c794c256dabeefc5beff71f9ca88e6b3,S041,2
c794c256dabeefc5beff71f9ca88e6b3,S020,2
c794c256dabeefc5beff71f9ca88e6b3,S045,3
c794c256dabeefc5beff71f9ca88e6b3,S018,2
c794c256dabeefc5beff71f9ca88e6b3,S016,2
c794c256dabeefc5beff71f9ca88e6b3,S013,2
c794c256dabeefc5beff71f9ca88e6b3,S009,2
836f7909853d1a60438f91cbf31432c9,S036,1
836f7909853d1a60438f91cbf31432c9,S043,1
836f7909853d1a60438f91cbf31432c9,S001,2
836f7909853d1a60438f91cbf31432c9,S044,3
836f7909853d1a60438f91cbf31432c9,S016,2
836f7909853d1a60438f91cbf31432c9,S003,1
836f7909853d1a60438f91cbf31432c9,S042,2
ffe45d6db9364eac779c7a11c2bf2c6f,S038,2
ffe45d6db9364eac779c7a11c2bf2c6f,S036,3
ffe45d6db9364eac779c7a11c2bf2c6f,S016,5
ffe45d6db9364eac779c7a11c2bf2c6f,S035,2
ffe45d6db9364eac779c7a11c2bf2c6f,S005,3
ffe45d6db9364eac779c7a11c2bf2c6f,S013,2
ffe45d6db9364eac779c7a11c2bf2c6f,S015,2
ffe45d6db9364eac779c7a11c2bf2c6f,S009,4
ffe45d6db9364eac779c7a11c2bf2c6f,S029,2
73e07fcf9a1175164a65b3ab6d2a66ba,S028,5
73e07fcf9a1175164a65b3ab6d2a66ba,S004,4
73e07fcf9a1175164a65b3ab6d2a66ba,S026,5
73e07fcf9a1175164a65b3ab6d2a66ba,S045,4
73e07fcf9a1175164a65b3ab6d2a66ba,S011,4
73e07fcf9a1175164a65b3ab6d2a66ba,S032,5
73e07fcf9a1175164a65b3ab6d2a66ba,S043,4
73e07fcf9a1175164a65b3ab6d2a66ba,S002,4
73e07fcf9a1175164a65b3ab6d2a66ba,S033,4
73e07fcf9a1175164a65b3ab6d2a66ba,S027,4
73e07fcf9a1175164a65b3ab6d2a66ba,S029,4
73e07fcf9a1175164a65b3ab6d2a66ba,S014,4
bcc73d5780624bbb7d4d180dddf6cdc6,S038,3
bcc73d5780624bbb7d4d180dddf6cdc6,S042,3
bcc73d5780624bbb7d4d180dddf6cdc6,S040,3
bcc73d5780624bbb7d4d180dddf6cdc6,S011,2
bcc73d5780624bbb7d4d180dddf6cdc6,S028,3
bcc73d5780624bbb7d4d180dddf6cdc6,S019,3
bcc73d5780624bbb7d4d180dddf6cdc6,S006,4
bcc73d5780624bbb7d4d180dddf6cdc6,S001,3
bcc73d5780624bbb7d4d180dddf6cdc6,S005,3
bcc73d5780624bbb7d4d180dddf6cdc6,S041,5
bcc73d5780624bbb7d4d180dddf6cdc6,S043,3
bcc73d5780624bbb7d4d180dddf6cdc6,S021,4
bcc73d5780624bbb7d4d180dddf6cdc6,S030,5
3c9df76b3633b700e303fe0a361a09cf,S007,2
3c9df76b3633b700e303fe0a361a09cf,S016,2
3c9df76b3633b700e303fe0a361a09cf,S021,3
3c9df76b3633b700e303fe0a361a09cf,S044,2
3c9df76b3633b700e303fe0a361a09cf,S027,4
3c9df76b3633b700e303fe0a361a09cf,S001,3
3c9df76b3633b700e303fe0a361a09cf,S045,4
3c9df76b3633b700e303fe0a361a09cf,S022,4
53a2fbce70a4d07d11586b38cffe31d1,S043,1
53a2fbce70a4d07d11586b38cffe31d1,S003,1
53a2fbce70a4d07d11586b38cffe31d1,S029,1
53a2fbce70a4d07d11586b38cffe31d1,S038,1
53a2fbce70a4d07d11586b38cffe31d1,S020,1
53a2fbce70a4d07d11586b38cffe31d1,S040,2
53a2fbce70a4d07d11586b38cffe31d1,S035,2
82840c035d2d2308feeeca94e21edfc8,S013,1
82840c035d2d2308feeeca94e21edfc8,S008,2
82840c035d2d2308feeeca94e21edfc8,S030,2
82840c035d2d2308feeeca94e21edfc8,S028,1
82840c035d2d2308feeeca94e21edfc8,S031,2
82840c035d2d2308feeeca94e21edfc8,S005,2
4ff87be2b6554a85a2fbaafd81524d1c,S044,4
4ff87be2b6554a85a2fbaafd81524d1c,S031,4
4ff87be2b6554a85a2fbaafd81524d1c,S010,3
4ff87be2b6554a85a2fbaafd81524d1c,S013,3
4ff87be2b6554a85a2fbaafd81524d1c,S036,4
4ff87be2b6554a85a2fbaafd81524d1c,S038,3
4ff87be2b6554a85a2fbaafd81524d1c,S024,4
4ff87be2b6554a85a2fbaafd81524d1c,S007,4
4ff87be2b6554a85a2fbaafd81524d1c,S004,3
4ff87be2b6554a85a2fbaafd81524d1c,S025,5
4ff87be2b6554a85a2fbaafd81524d1c,S023,3
4ff87be2b6554a85a2fbaafd81524d1c,S033,4
4ff87be2b6554a85a2fbaafd81524d1c,S030,4
d219ed7bee0050949a397a6e2bb55a46,S027,3
d219ed7bee0050949a397a6e2bb55a46,S003,3
d219ed7bee0050949a397a6e2bb55a46,S035,4
d219ed7bee0050949a397a6e2bb55a46,S005,4
d219ed7bee0050949a397a6e2bb55a46,S041,2
d219ed7bee0050949a397a6e2bb55a46,S013,4
d219ed7bee0050949a397a6e2bb55a46,S023,4
d219ed7bee0050949a397a6e2bb55a46,S007,3
4a42b9c5aee9c583145dff6097ee461d,S039,3
4a42b9c5aee9c583145dff6097ee461d,S042,3
4a42b9c5aee9c583145dff6097ee461d,S024,3
4a42b9c5aee9c583145dff6097ee461d,S034,4
4a42b9c5aee9c583145dff6097ee461d,S001,4
4a42b9c5aee9c583145dff6097ee461d,S045,4
4a42b9c5aee9c583145dff6097ee461d,S021,5
4a42b9c5aee9c583145dff6097ee461d,S035,3
4a42b9c5aee9c583145dff6097ee461d,S010,5
4a42b9c5aee9c583145dff6097ee461d,S015,3
3d88b6beed4f8cd661498e09d1b9e11a,S028,5
3d88b6beed4f8cd661498e09d1b9e11a,S031,4
3d88b6beed4f8cd661498e09d1b9e11a,S020,4
3d88b6beed4f8cd661498e09d1b9e11a,S032,4
3d88b6beed4f8cd661498e09d1b9e11a,S001,3
3d88b6beed4f8cd661498e09d1b9e11a,S041,5
3d88b6beed4f8cd661498e09d1b9e11a,S011,3
3d88b6beed4f8cd661498e09d1b9e11a,S022,3
3d88b6beed4f8cd661498e09d1b9e11a,S029,4
3d88b6beed4f8cd661498e09d1b9e11a,S017,5
3d88b6beed4f8cd661498e09d1b9e11a,S007,4
d90417bdae44a18ef09dd3ad391bc2cc,S023,1
d90417bdae44a18ef09dd3ad391bc2cc,S011,2
d90417bdae44a18ef09dd3ad391bc2cc,S013,3
d90417bdae44a18ef09dd3ad391bc2cc,S016,1
d90417bdae44a18ef09dd3ad391bc2cc,S025,4
d90417bdae44a18ef09dd3ad391bc2cc,S007,1
d90417bdae44a18ef09dd3ad391bc2cc,S034,2
d90417bdae44a18ef09dd3ad391bc2cc,S045,1
48f80eaf19c6a6d765db0573ff49c88e,S023,4
48f80eaf19c6a6d765db0573ff49c88e,S003,3
48f80eaf19c6a6d765db0573ff49c88e,S020,3
48f80eaf19c6a6d765db0573ff49c88e,S024,3
48f80eaf19c6a6d765db0573ff49c88e,S013,2
48f80eaf19c6a6d765db0573ff49c88e,S037,4
48f80eaf19c6a6d765db0573ff49c88e,S040,3
48f80eaf19c6a6d765db0573ff49c88e,S007,3
48f80eaf19c6a6d765db0573ff49c88e,S006,4
48f80eaf19c6a6d765db0573ff49c88e,S011,3
528b602b5a4e80735762f56758fca820,S035,2
528b602b5a4e80735762f56758fca820,S041,2
528b602b5a4e80735762f56758fca820,S036,2
528b602b5a4e80735762f56758fca820,S031,1
528b602b5a4e80735762f56758fca820,S039,2
528b602b5a4e80735762f56758fca820,S013,1
4dba7ba5b1311f663c17f2adcb729911,S003,2
4dba7ba5b1311f663c17f2adcb729911,S045,1
4dba7ba5b1311f663c17f2adcb729911,S034,2
4dba7ba5b1311f663c17f2adcb729911,S015,2
4dba7ba5b1311f663c17f2adcb729911,S040,1
4dba7ba5b1311f663c17f2adcb729911,S024,2
3e9afafe748f92aa45bc49867b640c89,S008,3
3e9afafe748f92aa45bc49867b640c89,S027,3
3e9afafe748f92aa45bc49867b640c89,S044,3
3e9afafe748f92aa45bc49867b640c89,S006,2
3e9afafe748f92aa45bc49867b640c89,S043,1
3e9afafe748f92aa45bc49867b640c89,S026,1
3e9afafe748f92aa45bc49867b640c89,S038,2
3e9afafe748f92aa45bc49867b640c89,S045,1
21ade038b884c06bedfb71046e1e9315,S018,2
21ade038b884c06bedfb71046e1e9315,S011,2
21ade038b884c06bedfb71046e1e9315,S024,4
21ade038b884c06bedfb71046e1e9315,S040,2
21ade038b884c06bedfb71046e1e9315,S025,3
21ade038b884c06bedfb71046e1e9315,S033,4
21ade038b884c06bedfb71046e1e9315,S019,2
21ade038b884c06bedfb71046e1e9315,S038,3
24cc596eb9b6841581bed9d7bbf45dfc,S017,4
24cc596eb9b6841581bed9d7bbf45dfc,S035,3
24cc596eb9b6841581bed9d7bbf45dfc,S019,2
24cc596eb9b6841581bed9d7bbf45dfc,S043,3
24cc596eb9b6841581bed9d7bbf45dfc,S016,3
24cc596eb9b6841581bed9d7bbf45dfc,S042,4
24cc596eb9b6841581bed9d7bbf45dfc,S007,3
24cc596eb9b6841581bed9d7bbf45dfc,S045,3
24cc596eb9b6841581bed9d7bbf45dfc,S013,4
24cc596eb9b6841581bed9d7bbf45dfc,S008,4
24cc596eb9b6841581bed9d7bbf45dfc,S025,3
a751bf5ef34c7292d45e583fe98c18cf,S032,5
a751bf5ef34c7292d45e583fe98c18cf,S023,4
a751bf5ef34c7292d45e583fe98c18cf,S029,5
a751bf5ef34c7292d45e583fe98c18cf,S016,4
a751bf5ef34c7292d45e583fe98c18cf,S024,3
a751bf5ef34c7292d45e583fe98c18cf,S027,5
a751bf5ef34c7292d45e583fe98c18cf,S001,5
a751bf5ef34c7292d45e583fe98c18cf,S045,5
a751bf5ef34c7292d45e583fe98c18cf,S007,4
a751bf5ef34c7292d45e583fe98c18cf,S033,4
a751bf5ef34c7292d45e583fe98c18cf,S038,4
a751bf5ef34c7292d45e583fe98c18cf,S026,5
a751bf5ef34c7292d45e583fe98c18cf,S022,4
a751bf5ef34c7292d45e583fe98c18cf,S017,4
a751bf5ef34c7292d45e583fe98c18cf,S009,5
a751bf5ef34c7292d45e583fe98c18cf,S010,4
31b38475dfe3f903a248ebe2c2ff74c6,S039,3
31b38475dfe3f903a248ebe2c2ff74c6,S019,5
31b38475dfe3f903a248ebe2c2ff74c6,S037,4
31b38475dfe3f903a248ebe2c2ff74c6,S034,5
31b38475dfe3f903a248ebe2c2ff74c6,S007,5
31b38475dfe3f903a248ebe2c2ff74c6,S024,4
31b38475dfe3f903a248ebe2c2ff74c6,S025,5
31b38475dfe3f903a248ebe2c2ff74c6,S014,4
31b38475dfe3f903a248ebe2c2ff74c6,S006,5
31b38475dfe3f903a248ebe2c2ff74c6,S016,4
31b38475dfe3f903a248ebe2c2ff74c6,S009,5
31b38475dfe3f903a248ebe2c2ff74c6,S042,5
31b38475dfe3f903a248ebe2c2ff74c6,S008,4
31b38475dfe3f903a248ebe2c2ff74c6,S020,3
4bddc9d0929e58f00136676a5fc59c7c,S028,4
4bddc9d0929e58f00136676a5fc59c7c,S018,3
4bddc9d0929e58f00136676a5fc59c7c,S016,5
4bddc9d0929e58f00136676a5fc59c7c,S003,5
4bddc9d0929e58f00136676a5fc59c7c,S002,4
4bddc9d0929e58f00136676a5fc59c7c,S030,4
4bddc9d0929e58f00136676a5fc59c7c,S012,5
4bddc9d0929e58f00136676a5fc59c7c,S009,5
4bddc9d0929e58f00136676a5fc59c7c,S039,5
4bddc9d0929e58f00136676a5fc59c7c,S036,4
4bddc9d0929e58f00136676a5fc59c7c,S041,3
4bddc9d0929e58f00136676a5fc59c7c,S010,4
1a6dc21b26b837d182a980086bcfe827,S029,5
1a6dc21b26b837d182a980086bcfe827,S034,4
1a6dc21b26b837d182a980086bcfe827,S001,4
1a6dc21b26b837d182a980086bcfe827,S010,3
1a6dc21b26b837d182a980086bcfe827,S002,4
1a6dc21b26b837d182a980086bcfe827,S024,5
1a6dc21b26b837d182a980086bcfe827,S005,5
1a6dc21b26b837d182a980086bcfe827,S004,5
1a6dc21b26b837d182a980086bcfe827,S038,2
1a6dc21b26b837d182a980086bcfe827,S039,4
db4ef9cc6c2d20e50c8bbda14854c4b9,S043,3
db4ef9cc6c2d20e50c8bbda14854c4b9,S035,4
db4ef9cc6c2d20e50c8bbda14854c4b9,S015,5
db4ef9cc6c2d20e50c8bbda14854c4b9,S022,4
db4ef9cc6c2d20e50c8bbda14854c4b9,S024,5
db4ef9cc6c2d20e50c8bbda14854c4b9,S017,4
db4ef9cc6c2d20e50c8bbda14854c4b9,S031,4
db4ef9cc6c2d20e50c8bbda14854c4b9,S027,5
db4ef9cc6c2d20e50c8bbda14854c4b9,S033,3
db4ef9cc6c2d20e50c8bbda14854c4b9,S045,3
db4ef9cc6c2d20e50c8bbda14854c4b9,S012,3
db4ef9cc6c2d20e50c8bbda14854c4b9,S018,5
def4f08e4ad645dde77800b2f9098a14,S010,4
def4f08e4ad645dde77800b2f9098a14,S008,4
def4f08e4ad645dde77800b2f9098a14,S021,5
def4f08e4ad645dde77800b2f9098a14,S005,3
def4f08e4ad645dde77800b2f9098a14,S034,4
def4f08e4ad645dde77800b2f9098a14,S009,4
def4f08e4ad645dde77800b2f9098a14,S038,5
def4f08e4ad645dde77800b2f9098a14,S011,4
def4f08e4ad645dde77800b2f9098a14,S032,5
def4f08e4ad645dde77800b2f9098a14,S002,2
e710b6e7544bc3b3c6ee0631e56bca6d,S025,4
e710b6e7544bc3b3c6ee0631e56bca6d,S022,4
e710b6e7544bc3b3c6ee0631e56bca6d,S032,5
e710b6e7544bc3b3c6ee0631e56bca6d,S023,3
e710b6e7544bc3b3c6ee0631e56bca6d,S016,5
e710b6e7544bc3b3c6ee0631e56bca6d,S034,4
e710b6e7544bc3b3c6ee0631e56bca6d,S002,4
e710b6e7544bc3b3c6ee0631e56bca6d,S011,3
e710b6e7544bc3b3c6ee0631e56bca6d,S043,2
e710b6e7544bc3b3c6ee0631e56bca6d,S031,5
e710b6e7544bc3b3c6ee0631e56bca6d,S024,5
e710b6e7544bc3b3c6ee0631e56bca6d,S015,4
e710b6e7544bc3b3c6ee0631e56bca6d,S008,4
e710b6e7544bc3b3c6ee0631e56bca6d,S033,4
c122ac52330da0396ef9146cbe6a9be4,S036,4
c122ac52330da0396ef9146cbe6a9be4,S041,4
c122ac52330da0396ef9146cbe6a9be4,S016,1
c122ac52330da0396ef9146cbe6a9be4,S015,2
c122ac52330da0396ef9146cbe6a9be4,S038,4
c122ac52330da0396ef9146cbe6a9be4,S008,5
c122ac52330da0396ef9146cbe6a9be4,S029,3
c122ac52330da0396ef9146cbe6a9be4,S032,3
c122ac52330da0396ef9146cbe6a9be4,S022,3
c122ac52330da0396ef9146cbe6a9be4,S044,4
c122ac52330da0396ef9146cbe6a9be4,S028,3
3867f0d134e4c93a3953185d8fa44e41,S036,2
3867f0d134e4c93a3953185d8fa44e41,S030,3
3867f0d134e4c93a3953185d8fa44e41,S039,4
3867f0d134e4c93a3953185d8fa44e41,S038,3
3867f0d134e4c93a3953185d8fa44e41,S019,4
3867f0d134e4c93a3953185d8fa44e41,S034,3
3867f0d134e4c93a3953185d8fa44e41,S009,2
3867f0d134e4c93a3953185d8fa44e41,S044,2
3867f0d134e4c93a3953185d8fa44e41,S013,4
3867f0d134e4c93a3953185d8fa44e41,S029,3
3867f0d134e4c93a3953185d8fa44e41,S023,3
cea28e1915ee30660c643561d5afece0,S017,4
cea28e1915ee30660c643561d5afece0,S014,5
cea28e1915ee30660c643561d5afece0,S007,4
cea28e1915ee30660c643561d5afece0,S020,2
cea28e1915ee30660c643561d5afece0,S008,4
cea28e1915ee30660c643561d5afece0,S035,5
cea28e1915ee30660c643561d5afece0,S034,4
cea28e1915ee30660c643561d5afece0,S010,3
cea28e1915ee30660c643561d5afece0,S018,4
cea28e1915ee30660c643561d5afece0,S024,4
cea28e1915ee30660c643561d5afece0,S039,3
cea28e1915ee30660c643561d5afece0,S044,2
cea28e1915ee30660c643561d5afece0,S015,5
cea28e1915ee30660c643561d5afece0,S036,5
13ebded50b21ce2fd21cff3f6b34e9e7,S037,4
13ebded50b21ce2fd21cff3f6b34e9e7,S042,3
13ebded50b21ce2fd21cff3f6b34e9e7,S018,4
13ebded50b21ce2fd21cff3f6b34e9e7,S045,5
13ebded50b21ce2fd21cff3f6b34e9e7,S014,3
13ebded50b21ce2fd21cff3f6b34e9e7,S039,3
13ebded50b21ce2fd21cff3f6b34e9e7,S023,4
13ebded50b21ce2fd21cff3f6b34e9e7,S013,3
13ebded50b21ce2fd21cff3f6b34e9e7,S010,2
13ebded50b21ce2fd21cff3f6b34e9e7,S041,4
13ebded50b21ce2fd21cff3f6b34e9e7,S012,3
13ebded50b21ce2fd21cff3f6b34e9e7,S038,3
13ebded50b21ce2fd21cff3f6b34e9e7,S025,4
badedd47566c48b4a8c05d7699cb199b,S012,4
badedd47566c48b4a8c05d7699cb199b,S010,5
badedd47566c48b4a8c05d7699cb199b,S016,5
badedd47566c48b4a8c05d7699cb199b,S005,3
badedd47566c48b4a8c05d7699cb199b,S023,3
badedd47566c48b4a8c05d7699cb199b,S018,5
badedd47566c48b4a8c05d7699cb199b,S029,4
badedd47566c48b4a8c05d7699cb199b,S027,4
badedd47566c48b4a8c05d7699cb199b,S032,4
badedd47566c48b4a8c05d7699cb199b,S038,4
53f4e3042d766dffdfc92d8d0768622f,S031,3
53f4e3042d766dffdfc92d8d0768622f,S014,2
53f4e3042d766dffdfc92d8d0768622f,S023,1
53f4e3042d766dffdfc92d8d0768622f,S016,4
53f4e3042d766dffdfc92d8d0768622f,S044,5
53f4e3042d766dffdfc92d8d0768622f,S034,4
53f4e3042d766dffdfc92d8d0768622f,S005,4
53f4e3042d766dffdfc92d8d0768622f,S043,3
53f4e3042d766dffdfc92d8d0768622f,S038,2
